Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
2001,1,Hanging by a Moment,Lifehouse,Hanging by a Moment,Lifehouse
2001,2,Fallin',Alicia Keys,Fallin',Alicia Keys
2001,3,All for You,Janet Jackson,All for You,Janet Jackson
2001,4,Drops of Jupiter,Train,Drops of Jupiter (Tell Me),Train
2001,5,I'm Real,Jennifer Lopez,I'm Real (Murder Remix),Jennifer Lopez featuring Ja Rule
2001,6,If You're Gone,Matchbox Twenty,If You're Gone,Matchbox Twenty
2001,7,Let Me Blow Ya Mind,Eve,Let Me Blow Ya Mind,Eve featuring Gwen Stefani
2001,8,Thank You,Dido,Thank You,Dido
2001,9,Again,Lenny Kravitz,Again,Lenny Kravitz
2001,10,Independent Women Part I,Destiny's Child,Independent Women Part I,Destiny's Child
2001,11,Hit 'Em Up Style,Blu Cantrell,Hit 'Em Up Style (Oops!),Blu Cantrell
2001,12,It Wasn't Me,Shaggy,It Wasn't Me,Shaggy featuring Rikrok
2001,13,Stutter,Joe,Stutter,Joe featuring Mystikal
2001,14,It's Been Awhile,Staind,It's Been Awhile,Staind
2001,15,U Remind Me,Usher,U Remind Me,Usher
2001,16,Where the Party At,Jagged Edge,Where the Party At,Jagged Edge with Nelly
2001,17,Angel,Shaggy,Angel,Shaggy featuring Rayvon
2001,18,Ride wit Me,Nelly,Ride wit Me,Nelly featuring City Spud
2001,19,Follow Me,Uncle Kracker,Follow Me,Uncle Kracker
2001,20,Peaches & Cream,112,Peaches & Cream,112
2001,21,Drive,Incubus,Drive,Incubus
2001,22,What Would You Do?,City High,What Would You Do?,City High
2001,23,Survivor,Destiny's Child,Survivor,Destiny's Child
2001,24,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa",Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink"
2001,25,Ms. Jackson,Outkast,Ms. Jackson,Outkast
2001,26,Love Don't Cost a Thing,Jennifer Lopez,Love Don't Cost a Thing,Jennifer Lopez
2001,27,The Way You Love Me,Faith Hill,The Way You Love Me,Faith Hill
2001,28,He Loves U Not,Dream,He Loves U Not,Dream
2001,29,Butterfly,Crazy Town,Butterfly,Crazy Town
2001,30,Put It on Me,Ja Rule,Put It on Me,Ja Rule featuring Lil' Mo and Vita
2001,31,Family Affair,Mary J. Blige,Family Affair,Mary J. Blige
2001,32,I Hope You Dance,Lee Ann Womack,I Hope You Dance,Lee Ann Womack
2001,33,South Side,Moby,South Side,Moby featuring Gwen Stefani
2001,34,Don't Tell Me,Madonna,Don't Tell Me,Madonna
2001,35,Get Ur Freak On,Missy Elliott,Get Ur Freak On,Missy Elliott
2001,36,Crazy,K-Ci,Crazy,K-Ci & JoJo
2001,37,Fill Me In,Craig David,Fill Me In,Craig David
2001,38,Someone to Call My Lover,Janet Jackson,Someone to Call My Lover,Janet Jackson
2001,39,With Arms Wide Open,Creed,With Arms Wide Open,Creed
2001,40,Case of the Ex,Mýa,Case of the Ex (Whatcha Gonna Do),Mýa
2001,41,All or Nothing,O-Town,All or Nothing,O-Town
2001,42,Bootylicious,Destiny's Child,Bootylicious,Destiny's Child
2001,43,I'm Like a Bird,Nelly Furtado,I'm Like a Bird,Nelly Furtado
2001,44,Kryptonite,3 Doors Down,Kryptonite,3 Doors Down
2001,45,Fiesta,R. Kelly,Fiesta,R. Kelly featuring Jay-Z
2001,46,When It's Over,Sugar Ray,When It's Over,Sugar Ray
2001,47,Jaded,Aerosmith,Jaded,Aerosmith
2001,48,Promise,Jagged Edge,Promise,Jagged Edge
2001,49,Missing You,Case,Missing You,Case
2001,50,Differences,Ginuwine,Differences,Ginuwine
2001,51,This I Promise You,NSYNC,This I Promise You,NSYNC
2001,52,Izzo,Jay-Z,Izzo (H.O.V.A.),Jay-Z
2001,53,Superwoman Pt. II,Lil' Mo,Superwoman Pt. II,Lil' Mo featuring Fabolous
2001,54,Crazy for This Girl,Evan,Crazy for This Girl,Evan and Jaron
2001,55,Nobody Wants to Be Lonely,Ricky Martin,Nobody Wants to Be Lonely,Ricky Martin and Christina Aguilera
2001,56,I Just Wanna Love U,Jay-Z,I Just Wanna Love U (Give It 2 Me),Jay-Z
2001,57,One Minute Man,Missy Elliott,One Minute Man,Missy Elliott featuring Ludacris
2001,58,Danger,Mystikal,Danger (Been So Long),Mystikal featuring Nivea
2001,59,Only Time,Enya,Only Time,Enya
2001,60,I Do!!,Toya,I Do!!,Toya
2001,61,Never Had a Dream Come True,S Club 7,Never Had a Dream Come True,S Club 7
2001,62,Stranger in My House,Tamia,Stranger in My House,Tamia
2001,63,Irresistible,Jessica Simpson,Irresistible,Jessica Simpson
2001,64,Heard It All Before,Sunshine Anderson,Heard It All Before,Sunshine Anderson
2001,65,The Space Between,Dave Matthews Band,The Space Between,Dave Matthews Band
2001,66,There You'll Be,Faith Hill,There You'll Be,Faith Hill
2001,67,Love,Musiq Soulchild,Love,Musiq Soulchild
2001,68,It's Over Now,112,It's Over Now,112
2001,69,No More,3LW,No More (Baby I'ma Do Right),3LW
2001,70,Turn Off the Light,Nelly Furtado,Turn Off the Light,Nelly Furtado
2001,71,Ain't Nothing 'bout You,Brooks,Ain't Nothing 'bout You,Brooks & Dunn
2001,72,Play,Jennifer Lopez,Play,Jennifer Lopez
2001,73,I'm Already There,Lonestar,I'm Already There,Lonestar
2001,74,My Baby,Lil' Romeo,My Baby,Lil' Romeo
2001,75,Beautiful Day,U2,Beautiful Day,U2
2001,76,Austin,Blake Shelton,Austin,Blake Shelton
2001,77,Southern Hospitality,Ludacris,Southern Hospitality,Ludacris
2001,78,Grown Men Don't Cry,Tim McGraw,Grown Men Don't Cry,Tim McGraw
2001,79,Livin' It Up,Ja Rule,Livin' It Up,Ja Rule featuring Case
2001,80,Loverboy,Mariah Carey,Loverboy,Mariah Carey featuring Cameo
2001,81,Contagious,The Isley Brothers,Contagious,The Isley Brothers featuring R. Kelly and Chanté Moore
2001,82,Who I Am,Jessica Andrews,Who I Am,Jessica Andrews
2001,83,Music,Erick Sermon,Music,Erick Sermon featuring Marvin Gaye
2001,84,I Wanna Be Bad,Willa Ford,I Wanna Be Bad,Willa Ford
2001,85,Don't Happen Twice,Kenny Chesney,Don't Happen Twice,Kenny Chesney
2001,86,One More Day,Diamond Rio,One More Day,Diamond Rio
2001,87,I Wish,R. Kelly,I Wish,R. Kelly
2001,88,It's a Great Day to Be Alive,Travis Tritt,It's a Great Day to Be Alive,Travis Tritt
2001,89,I'm a Thug,Trick Daddy,I'm a Thug,Trick Daddy
2001,90,Here's to the Night,Eve 6,Here's to the Night,Eve 6
2001,91,You Shouldn't Kiss Me Like This,Toby Keith,You Shouldn't Kiss Me Like This,Toby Keith
2001,92,Get Over Yourself,Eden's Crush,Get Over Yourself,Eden's Crush
2001,93,Dance with Me,Debelah Morgan,Dance with Me,Debelah Morgan
2001,94,"So Fresh, So Clean",Outkast,"So Fresh, So Clean",Outkast
2001,95,E.I.,Nelly,E.I.,Nelly
2001,96,Be Like That,3 Doors Down,Be Like That,3 Doors Down
2001,97,Most Girls,Pink,Most Girls,Pink
2001,98,Oochie Wally,QB Finest,Oochie Wally,QB Finest featuring Nas and Bravehearts
2001,99,Hero,Enrique Iglesias,Hero,Enrique Iglesias
2001,100,Hemorrhage,Fuel,Hemorrhage (In My Hands),Fuel
